,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
30667,48,Private,121424,College,13,Married,White-collar,Husband,White,Male,0,0,55,US,>50K
30668,39,Private,176279,College,13,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
30669,41,Self_emp,177905,College,13,Married,White-collar,Husband,White,Male,7688,0,70,US,>50K
30670,50,Private,205100,Middle-school,4,Married,Service/Manual,Wife,White,Female,0,0,35,Non-US,<50K
30671,57,Private,353881,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,45,US,<50K
30672,44,Govt,177937,College,16,Married,White-collar,Husband,White,Male,0,0,36,US,>50K
30673,20,null,122244,High-school,9,Single,null,Not-in-family,White,Female,0,0,28,US,<50K
30674,49,Private,125892,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
30675,44,Private,155472,Some-college,12,Single,White-collar,Unmarried,Black,Female,1151,0,50,US,<50K
30676,42,Private,355728,Some-college,11,Single,Blue-collar,Not-in-family,White,Male,0,0,44,US,<50K
30677,18,null,245274,Some-college,10,Single,null,Own-child,White,Male,0,0,16,US,<50K
30678,18,Private,240330,High-school,8,Single,Service/Manual,Own-child,White,Male,0,0,18,US,<50K
30679,51,Private,182944,High-school,9,Separated,White-collar,Unmarried,Black,Female,0,0,40,US,<50K
30680,28,Private,264498,College,13,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
30681,39,Private,110426,Some-college,12,Married,White-collar,Wife,White,Female,15024,0,45,US,>50K
30682,25,Private,166971,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,52,US,<50K
30683,41,Private,347653,College,15,Married,White-collar,Husband,White,Male,0,1977,50,US,>50K
30684,39,Private,33975,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
30685,42,Self_emp,215219,High-school,7,Separated,Service/Manual,Unmarried,White,Female,0,0,30,US,<50K
30686,33,Private,190772,High-school,9,Single,Clerical/Sales,Not-in-family,White,Female,0,1617,40,US,<50K
30687,63,null,331527,High-school,6,Married,null,Husband,White,Male,0,0,40,US,<50K
30688,47,Private,162494,Some-college,10,Separated,Clerical/Sales,Unmarried,White,Female,0,0,45,US,>50K
30689,27,Govt,85918,College,13,Married,Blue-collar,Husband,White,Male,0,0,68,US,<50K
30690,39,Private,91367,College,14,Married,White-collar,Husband,White,Male,0,1848,45,US,>50K
30691,20,Private,182342,Some-college,10,Single,Service/Manual,Own-child,White,Male,0,0,40,US,<50K
30692,49,Private,129640,High-school,9,Single,Service/Manual,Not-in-family,White,Female,0,0,40,US,<50K
30693,70,null,133536,High-school,9,Married,null,Husband,White,Male,0,0,28,US,<50K
30694,46,Private,148738,High-school,9,Married,Blue-collar,Husband,White,Male,0,1740,35,US,<50K
30695,47,Private,102583,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,30,US,>50K
30696,35,Private,111387,High-school,5,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
30697,24,Private,241752,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
30698,22,null,334593,Some-college,10,Single,null,Not-in-family,White,Male,0,0,40,US,<50K
30699,43,Private,101950,College,13,Separated,Service/Manual,Not-in-family,White,Female,0,0,35,US,<50K
30700,60,Govt,212856,College,14,Married,White-collar,Husband,White,Male,0,0,40,Non-US,>50K
30701,53,Private,183973,High-school,7,Married,Blue-collar,Husband,White,Male,0,0,48,US,>50K
30702,47,Private,142061,Some-college,10,Separated,White-collar,Unmarried,White,Female,0,0,40,US,<50K
30703,34,Private,158615,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30704,37,Private,29145,Some-college,11,Single,Service/Manual,Not-in-family,White,Male,0,0,40,US,<50K
30705,35,Private,40135,High-school,9,Single,Service/Manual,Own-child,White,Male,0,0,30,US,<50K
30706,23,Private,224640,Some-college,10,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
30707,27,null,146651,High-school,9,Married,null,Own-child,White,Female,0,0,15,US,<50K
30708,29,Private,167737,High-school,9,Single,Blue-collar,Other-relative,White,Male,0,0,50,US,<50K
30709,23,Private,60331,Some-college,10,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
30710,35,Private,187167,High-school,9,Separated,Service/Manual,Not-in-family,White,Female,0,0,35,US,<50K
30711,18,null,157131,High-school,9,Single,null,Own-child,White,Female,0,0,12,US,<50K
30712,27,Govt,255237,College,13,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
30713,56,null,192325,Some-college,10,Separated,null,Not-in-family,White,Female,0,0,20,US,<50K
30714,40,Private,163342,High-school,9,Single,Clerical/Sales,Not-in-family,White,Female,0,0,70,US,<50K
30715,31,Private,129775,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,65,US,<50K
30716,18,Private,206008,Some-college,10,Single,Clerical/Sales,Unmarried,White,Male,2176,0,40,US,<50K
30717,25,Private,397317,Some-college,12,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
30718,36,Private,745768,Some-college,10,Single,Blue-collar,Unmarried,Black,Female,0,0,40,US,<50K
30719,38,Private,141550,High-school,6,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
30720,52,Private,35576,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
30721,23,Private,376383,High-school,9,Single,Service/Manual,Unmarried,White,Male,0,0,35,Non-US,<50K
30722,48,Self_emp,200825,Some-college,10,Married,White-collar,Husband,White,Male,0,0,30,US,>50K
30723,34,null,362787,High-school,9,Single,null,Unmarried,Black,Female,0,0,35,US,<50K
30724,46,Private,116789,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
30725,26,Private,160300,High-school,9,Married,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
30726,47,Private,362654,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30727,21,null,107801,Some-college,10,Single,null,Own-child,White,Female,0,0,3,US,<50K
30728,65,Private,170939,College,13,Separated,White-collar,Not-in-family,White,Male,6723,0,40,US,<50K
30729,31,Govt,224234,High-school,9,Married,Blue-collar,Husband,Black,Male,0,0,40,US,<50K
30730,38,Private,478346,High-school,9,Married,White-collar,Wife,White,Female,7688,0,40,US,>50K
30731,68,Private,211162,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
30732,26,Private,147638,College,13,Single,Clerical/Sales,Other-relative,Asian-Pac-Islander,Female,0,0,40,Non-US,<50K
30733,42,Private,104647,High-school,9,Separated,Service/Manual,Not-in-family,White,Male,0,0,40,US,<50K
30734,49,Private,67365,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
30735,42,Private,230959,College,13,Married,Clerical/Sales,Wife,Asian-Pac-Islander,Female,0,1887,40,Non-US,>50K
30736,39,Private,176335,College,14,Married,White-collar,Husband,White,Male,7688,0,65,US,>50K
30737,31,Self_emp,268482,High-school,5,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30738,28,Govt,288731,College,13,Married,White-collar,Husband,White,Male,0,0,20,US,<50K
30739,36,Private,231082,College,13,Separated,White-collar,Not-in-family,White,Female,0,0,50,US,<50K
30740,42,Govt,333530,Some-college,10,Married,White-collar,Wife,White,Female,0,0,40,US,>50K
30741,62,Private,214288,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30742,21,Private,118023,High-school,9,Single,Service/Manual,Own-child,White,Male,0,0,24,US,<50K
30743,21,Private,187088,Some-college,10,Single,Clerical/Sales,Own-child,Other,Female,0,0,20,Non-US,<50K
30744,60,null,174073,High-school,9,Married,null,Husband,White,Male,0,0,40,US,<50K
30745,22,Private,133833,Some-college,10,Single,Service/Manual,Own-child,White,Female,0,0,25,US,<50K
30746,30,Private,229772,High-school,6,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30747,64,Private,210082,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
30748,28,Private,119287,College,13,Married,White-collar,Wife,White,Female,15024,0,28,US,>50K
30749,41,Self_emp,111772,Some-college,12,Married,Blue-collar,Husband,White,Male,0,1887,40,US,>50K
30750,25,Private,122999,High-school,9,Single,Blue-collar,Other-relative,White,Male,0,0,40,US,<50K
30751,27,Private,44767,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,40,US,<50K
30752,40,Private,200574,Some-college,12,Married,White-collar,Husband,White,Male,0,0,44,US,<50K
30753,58,Private,236596,Some-college,10,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
30754,31,Private,33124,College,15,Single,White-collar,Not-in-family,White,Female,0,0,99,US,<50K
30755,50,Govt,308764,High-school,9,Separated,Blue-collar,Unmarried,White,Female,0,0,40,US,<50K
30756,27,Private,103524,High-school,9,Separated,Blue-collar,Unmarried,White,Male,0,0,40,US,<50K
30757,31,null,99483,High-school,9,Single,null,Own-child,Amer-Indian-Eskimo,Male,0,0,40,US,<50K
30758,50,Private,230951,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
30759,45,Private,99355,High-school,9,Married,Blue-collar,Husband,Black,Male,0,0,40,US,>50K
30760,33,Private,857532,High-school,8,Single,Blue-collar,Own-child,Black,Male,0,0,40,US,<50K
30761,62,Private,81116,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Male,0,1974,40,US,<50K
30762,38,Private,154410,High-school,9,Married,Blue-collar,Husband,White,Male,0,2051,40,Non-US,<50K
30763,19,Private,198943,Some-college,10,Single,Service/Manual,Own-child,White,Female,0,0,35,US,<50K
30764,30,Private,311696,High-school,7,Married,Service/Manual,Wife,Black,Female,0,0,30,US,<50K
30765,38,Private,252897,Some-college,10,Separated,Clerical/Sales,Own-child,White,Female,0,0,25,US,<50K
30766,42,Self_emp,39539,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,99,US,>50K
30767,49,Self_emp,122066,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Male,0,0,25,US,<50K
30768,53,Private,110977,College,14,Married,White-collar,Husband,White,Male,0,1902,50,US,>50K
30769,45,Govt,199590,Some-college,10,Married,Blue-collar,Husband,White,Male,0,1887,40,Non-US,>50K
30770,24,Private,202721,Some-college,10,Single,Clerical/Sales,Own-child,Black,Female,0,0,40,US,<50K
30771,29,Private,197565,Some-college,11,Single,Clerical/Sales,Own-child,White,Female,0,0,35,US,<50K
30772,24,Private,206827,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,5060,0,30,US,<50K
30773,38,Govt,190895,College,13,Married,White-collar,Husband,White,Male,0,0,40,Non-US,>50K
30774,25,Self_emp,158751,Some-college,11,Single,Blue-collar,Unmarried,White,Male,0,0,55,US,<50K
30775,51,Govt,243631,High-school,6,Married,Blue-collar,Husband,Amer-Indian-Eskimo,Male,0,0,40,US,<50K
30776,17,null,219277,High-school,7,Single,null,Own-child,White,Female,0,0,20,US,<50K
30777,19,Private,45381,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,8,US,<50K
30778,38,Private,167482,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,52,US,>50K
30779,60,Private,225014,High-school,9,Separated,Service/Manual,Not-in-family,White,Female,0,0,40,US,<50K
30780,29,Self_emp,405083,High-school,9,Single,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,<50K
30781,66,null,186061,Some-college,10,Separated,null,Unmarried,Black,Female,0,4356,40,US,<50K
30782,28,Govt,24153,High-school,6,Married,Service/Manual,Wife,Amer-Indian-Eskimo,Female,0,0,40,US,<50K
30783,36,Private,126569,High-school,9,Married,White-collar,Husband,White,Male,0,0,45,Non-US,>50K
30784,57,null,137658,High-school,9,Married,null,Husband,Other,Male,0,0,5,Non-US,<50K
30785,24,Private,315476,Some-college,12,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
30786,43,Private,248186,Some-college,12,Single,Clerical/Sales,Not-in-family,White,Female,0,0,38,US,<50K
30787,29,Self_emp,206903,College,15,Married,White-collar,Husband,White,Male,0,0,55,US,>50K
30788,67,Self_emp,191380,College,15,Married,White-collar,Husband,White,Male,20051,0,25,US,>50K
30789,20,Private,191910,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
30790,21,Private,145119,Some-college,10,Single,Service/Manual,Own-child,Asian-Pac-Islander,Male,0,0,20,US,<50K
30791,20,Private,130840,High-school,6,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
30792,42,Private,33126,Some-college,12,Married,White-collar,Husband,White,Male,0,0,60,US,>50K
30793,20,Private,334105,Some-college,10,Single,Service/Manual,Own-child,White,Female,0,0,10,US,<50K
30794,19,Govt,354104,High-school,9,Single,Clerical/Sales,Own-child,White,Male,0,0,35,US,<50K
30795,34,Private,111985,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,45,US,<50K
30796,40,Govt,321187,College,13,Single,White-collar,Unmarried,White,Female,0,0,45,US,<50K
30797,33,Private,138142,Some-college,10,Separated,Service/Manual,Unmarried,Black,Female,0,0,25,US,<50K
30798,36,Private,296999,Some-college,10,Separated,Blue-collar,Not-in-family,White,Female,0,0,37,US,<50K
30799,43,Private,155106,Some-college,12,Separated,Blue-collar,Not-in-family,White,Male,0,2444,70,US,>50K
30800,41,Govt,174491,High-school,9,Separated,Service/Manual,Unmarried,Black,Female,0,0,40,US,<50K
30801,34,Govt,173266,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
30802,33,Private,25610,Some-college,12,Married,Clerical/Sales,Husband,Other,Male,0,0,40,Non-US,>50K
30803,47,Private,187563,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30804,41,Private,196344,Lower-school,2,Married,Clerical/Sales,Husband,White,Male,0,0,50,Non-US,<50K
30805,40,Private,205047,High-school,9,Married,Blue-collar,Not-in-family,White,Male,0,0,40,US,>50K
30806,28,Private,715938,College,13,Single,Blue-collar,Own-child,Black,Male,0,0,40,US,<50K
30807,62,Self_emp,224520,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,90,US,>50K
30808,29,Private,229656,High-school,9,Separated,Clerical/Sales,Unmarried,White,Female,0,0,50,US,<50K
30809,46,Private,97883,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
30810,28,Private,131298,High-school,9,Single,Service/Manual,Not-in-family,White,Male,0,0,60,US,<50K
30811,57,Govt,197875,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
30812,22,Private,172766,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,40,US,<50K
30813,28,Govt,175796,Some-college,12,Single,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
30814,24,Private,51973,College,13,Single,Clerical/Sales,Not-in-family,White,Female,0,0,45,US,<50K
30815,54,Self_emp,28186,College,13,Separated,Service/Manual,Not-in-family,White,Male,27828,0,50,US,>50K
30816,22,Private,291979,High-school,7,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
30817,36,Govt,180752,College,13,Single,Blue-collar,Unmarried,Black,Female,0,0,40,US,<50K
30818,50,Private,234657,Some-college,10,Separated,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
30819,18,Private,39411,High-school,7,Single,Blue-collar,Own-child,White,Male,0,0,24,US,<50K
30820,52,Govt,334273,Some-college,12,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
30821,41,Private,192779,Middle-school,4,Married,Service/Manual,Husband,White,Male,0,0,40,Non-US,<50K
30822,21,null,105312,High-school,9,Single,null,Not-in-family,White,Female,0,0,20,US,<50K
30823,36,Private,171676,College,13,Single,Clerical/Sales,Not-in-family,White,Female,0,1741,40,US,<50K
30824,34,Self_emp,182714,College,13,Single,White-collar,Not-in-family,White,Female,0,0,55,US,>50K
30825,21,Private,231866,Some-college,11,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
30826,46,Private,102102,High-school,9,Single,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
30827,57,null,50248,Some-college,10,Married,null,Husband,White,Male,0,0,40,US,<50K
30828,61,Govt,195519,College,14,Single,White-collar,Unmarried,White,Female,0,0,25,US,<50K
30829,22,Govt,34310,Some-college,10,Single,Blue-collar,Own-child,White,Male,0,0,25,US,<50K
30830,33,null,314913,High-school,7,Separated,null,Own-child,White,Male,0,0,53,US,<50K
30831,36,Govt,747719,College,15,Married,White-collar,Wife,White,Female,15024,0,50,US,>50K
30832,43,Govt,188280,College,14,Separated,White-collar,Unmarried,White,Female,914,0,40,US,<50K
30833,25,Private,110978,Some-college,12,Married,Clerical/Sales,Wife,Asian-Pac-Islander,Female,0,0,37,Non-US,>50K
30834,17,Private,79682,High-school,6,Single,Service/Manual,Other-relative,White,Male,0,0,30,US,<50K
30835,45,Private,294671,Some-college,11,Married,Blue-collar,Husband,White,Male,4386,0,38,US,>50K
30836,30,Private,340899,College,15,Single,White-collar,Not-in-family,White,Male,0,1590,80,US,<50K
30837,40,Private,192259,College,14,Single,White-collar,Not-in-family,White,Male,0,0,35,US,<50K
30838,31,Govt,190228,College,14,Single,White-collar,Not-in-family,White,Male,0,0,45,US,<50K
30839,42,Private,118947,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
30840,53,Private,55861,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
30841,37,Private,238433,Lower-school,2,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,<50K
30842,37,Govt,166744,High-school,9,Married,Service/Manual,Unmarried,White,Female,0,0,20,US,<50K
30843,54,Private,144586,Some-college,10,Married,Clerical/Sales,Wife,White,Female,0,0,40,US,>50K
30844,36,Private,134367,High-school,9,Separated,Service/Manual,Own-child,White,Female,0,0,30,US,<50K
30845,46,Private,133616,Some-college,10,Separated,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
30846,46,Private,203039,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,48,US,<50K
30847,32,Private,217460,High-school,5,Married,Blue-collar,Husband,White,Male,0,0,50,US,<50K
30848,17,Private,106733,High-school,7,Single,Blue-collar,Own-child,White,Male,594,0,40,US,<50K
30849,42,Govt,212027,College,13,Separated,White-collar,Not-in-family,Black,Male,0,0,40,US,<50K
30850,37,Govt,126569,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
30851,29,Private,289960,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,48,US,<50K
30852,54,Private,174102,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
30853,38,Private,181716,High-school,8,Married,Blue-collar,Husband,White,Male,0,0,48,US,<50K
30854,46,Govt,172822,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30855,24,Private,293091,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30856,57,Private,107443,Lower-school,2,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,<50K
30857,59,Private,95283,Lower-school,2,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30858,33,Private,65278,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
30859,35,Private,220943,High-school,9,Separated,Service/Manual,Unmarried,Black,Female,0,1594,40,US,<50K
30860,53,Private,257940,High-school,9,Married,Blue-collar,Husband,White,Male,2829,0,40,US,<50K
30861,26,Private,134945,High-school,9,Single,Blue-collar,Other-relative,White,Male,0,0,40,US,<50K
30862,55,Self_emp,105582,College,14,Married,Clerical/Sales,Husband,White,Male,2228,0,50,US,<50K
30863,46,Private,169324,High-school,9,Separated,Service/Manual,Not-in-family,Black,Female,0,0,45,Non-US,<50K
30864,44,Govt,98989,College,13,Married,White-collar,Husband,Amer-Indian-Eskimo,Male,0,0,38,US,>50K
30865,30,Self_emp,113838,Some-college,11,Married,Clerical/Sales,Husband,White,Male,3137,0,60,Non-US,<50K
30866,24,Private,143436,Some-college,10,Single,Blue-collar,Own-child,White,Male,0,0,24,US,<50K
30867,32,Private,143604,High-school,6,Married,Service/Manual,Not-in-family,Black,Female,0,0,37,US,<50K
30868,35,Private,226311,College,13,Single,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
30869,67,Private,94610,College,14,Married,Clerical/Sales,Husband,White,Male,0,0,30,US,>50K
30870,56,Self_emp,26716,College,13,Married,White-collar,Husband,White,Male,0,0,20,US,>50K
30871,26,Private,160261,College,14,Single,White-collar,Not-in-family,Asian-Pac-Islander,Male,0,0,20,Non-US,<50K
30872,46,Private,117310,Some-college,12,Separated,White-collar,Unmarried,White,Female,6497,0,40,US,<50K
30873,52,Private,154342,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,48,US,>50K
30874,38,Self_emp,89202,Some-college,10,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
30875,31,Private,174704,High-school,9,Separated,Clerical/Sales,Unmarried,Black,Male,0,0,50,US,<50K
30876,53,Private,153486,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,30,US,<50K
30877,27,Private,360097,High-school,9,Single,Blue-collar,Not-in-family,Black,Male,0,0,40,US,<50K
30878,39,Private,230356,College,13,Single,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
30879,22,Private,163870,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
30880,37,Private,199753,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,35,US,>50K
30881,20,Private,333505,High-school,9,Single,Clerical/Sales,Own-child,White,Male,0,0,30,Non-US,<50K
30882,60,Govt,149281,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30883,51,Private,138514,Some-college,11,Separated,White-collar,Unmarried,Black,Female,0,0,48,US,<50K
30884,57,Govt,66504,College,15,Separated,White-collar,Not-in-family,White,Female,0,0,50,US,>50K
30885,59,Private,206487,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
30886,37,Private,170020,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
30887,35,Private,217605,High-school,9,Married,Blue-collar,Wife,White,Female,0,0,40,US,<50K
30888,43,Private,145711,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,72,US,>50K
30889,17,Private,169155,High-school,8,Single,Service/Manual,Own-child,White,Male,0,0,35,US,<50K
30890,45,Private,34127,College,13,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
30891,18,Private,110142,High-school,9,Single,Clerical/Sales,Own-child,White,Female,0,0,40,US,<50K
30892,52,Private,222646,High-school,8,Separated,Blue-collar,Other-relative,White,Female,0,0,40,Non-US,<50K
30893,18,Private,182643,Some-college,10,Single,Blue-collar,Own-child,White,Male,0,0,9,US,<50K
30894,20,Private,303565,Some-college,10,Single,Blue-collar,Own-child,Black,Male,0,0,40,Non-US,<50K
30895,34,Private,140092,High-school,9,Single,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
30896,19,Private,178811,High-school,9,Single,Blue-collar,Own-child,Black,Female,0,0,20,US,<50K
30897,18,null,267399,High-school,8,Single,null,Own-child,White,Female,0,0,12,US,<50K
30898,17,Govt,192387,High-school,5,Single,Service/Manual,Own-child,White,Male,0,0,45,US,<50K
30899,30,Govt,127610,College,13,Single,Clerical/Sales,Not-in-family,White,Female,0,0,35,US,<50K
30900,29,Private,258862,College,13,Single,Blue-collar,Not-in-family,White,Female,0,0,45,US,<50K
30901,30,Private,225231,Some-college,10,Separated,White-collar,Not-in-family,White,Male,8614,0,50,US,>50K
30902,18,Private,174926,High-school,5,Single,Service/Manual,Own-child,White,Male,0,0,15,Non-US,<50K
30903,50,Govt,238187,College,13,Separated,Clerical/Sales,Not-in-family,Black,Female,0,0,37,US,<50K
30904,22,Private,191444,High-school,9,Single,Clerical/Sales,Other-relative,White,Male,0,0,40,US,<50K
30905,21,Private,198822,High-school,9,Single,Clerical/Sales,Own-child,White,Female,0,0,35,US,<50K
30906,39,Self_emp,251323,High-school,5,Married,Service/Manual,Other-relative,White,Male,0,0,40,Non-US,<50K
30907,20,Private,168187,Some-college,10,Single,Service/Manual,Other-relative,White,Female,4416,0,25,US,<50K
30908,62,Private,370881,Some-college,12,Separated,Service/Manual,Not-in-family,White,Female,0,0,7,US,<50K
30909,32,Private,198183,Some-college,10,Separated,White-collar,Not-in-family,White,Female,0,0,38,US,<50K
30910,38,Private,210610,Some-college,12,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
30911,32,Private,269182,Some-college,10,Separated,White-collar,Unmarried,Black,Female,3887,0,40,US,<50K
30912,55,Private,141727,College,13,Married,Clerical/Sales,Wife,White,Female,3464,0,40,US,<50K
30913,38,Private,185848,College,14,Married,White-collar,Husband,White,Male,99999,0,70,US,>50K
30914,34,Private,46746,High-school,7,Single,Service/Manual,Not-in-family,White,Male,0,0,30,US,<50K
30915,28,Private,120475,High-school,9,Single,Service/Manual,Own-child,White,Male,0,0,20,US,<50K
30916,26,Private,135845,Some-college,10,Single,Clerical/Sales,Not-in-family,White,Female,0,0,37,US,<50K
30917,41,Private,310255,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
30918,61,Govt,379885,College,16,Married,White-collar,Husband,White,Male,0,1902,40,US,>50K
30919,75,Self_emp,31428,High-school,9,Married,Service/Manual,Husband,White,Male,3456,0,40,US,<50K
30920,21,Private,211013,Some-college,11,Married,Service/Manual,Other-relative,White,Female,0,0,50,Non-US,<50K
30921,50,Private,175029,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
30922,49,Self_emp,119539,Some-college,10,Married,White-collar,Husband,White,Male,0,0,60,Non-US,>50K
30923,26,Private,247025,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,65,US,<50K
30924,39,Private,252327,Middle-school,4,Single,Service/Manual,Own-child,White,Male,0,0,40,Non-US,<50K
30925,24,Self_emp,375313,Some-college,10,Single,White-collar,Not-in-family,Asian-Pac-Islander,Male,0,0,40,US,<50K
30926,56,Private,107165,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,18,US,<50K
30927,17,Private,108470,High-school,7,Single,Service/Manual,Own-child,Black,Male,0,0,17,US,<50K
30928,37,Private,150057,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,52,US,>50K
30929,23,Private,189468,Some-college,11,Married,Blue-collar,Own-child,White,Female,0,0,30,US,<50K
30930,28,null,198393,High-school,9,Single,null,Not-in-family,Black,Female,0,0,40,US,<50K
30931,57,Self_emp,181031,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,60,US,<50K
30932,42,Govt,569930,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,45,US,>50K
30933,25,Private,27411,College,13,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
30934,22,Private,147397,College,13,Single,Service/Manual,Not-in-family,White,Male,0,0,20,US,<50K
30935,39,Private,242922,High-school,9,Married,Blue-collar,Husband,Black,Male,0,0,40,US,<50K
30936,54,Private,154949,High-school,7,Married,Service/Manual,Wife,Black,Female,0,0,40,US,>50K
30937,41,Self_emp,423217,College,13,Separated,White-collar,Not-in-family,White,Male,0,0,50,US,<50K
30938,43,Govt,195385,High-school,9,Married,White-collar,Husband,Amer-Indian-Eskimo,Male,0,0,40,US,<50K
30939,19,Private,100009,High-school,9,Single,Blue-collar,Not-in-family,White,Female,0,0,40,US,<50K
30940,35,Private,191628,Some-college,10,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
30941,34,Private,340880,High-school,9,Married,White-collar,Husband,White,Male,0,0,60,Non-US,>50K
30942,19,Private,207173,High-school,9,Separated,Clerical/Sales,Unmarried,White,Female,0,0,30,US,<50K
30943,33,Private,48010,Some-college,10,Separated,White-collar,Unmarried,White,Female,0,0,40,US,<50K
